Entry	Taxonomic_lineage_PHYLUM	Taxonomic_lineage_SUPERKINGDOM	Taxonomic_lineage_CLASS	Gene_ontology_GO	Gene_ontology_biological_process	Gene_ontology_molecular_function	Gene_ontology_cellular_component	Gene_ontology_IDs	Protein_names	Protein_families	Cross_reference_eggNOG	Cross_reference_Gene3D	Cross_reference_HOGENOM	Cross_reference_OMA	Cross_reference_OrthoDB	Cross_reference_Pfam	Cross_reference_SMART	Cross_reference_SUPFAM
Q6QGY4	Streptophyta	Eukaryota	Magnoliopsida	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1) (Fragment)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
Q9RUV2	Deinococcus-Thermus	Bacteria	Deinococci	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Mn] (EC 1.15.1.1) (MnSOD)	Iron/manganese superoxide dismutase family	COG0605;	1.10.287.990;3.55.40.20;	CLU_031625_0_1_0;	KWGSFDK;	1440645at2;	PF02777;PF00081;	None	SSF46609;SSF54719;
Q71S31	Streptophyta	Eukaryota	Magnoliopsida	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
O82519	Streptophyta	Eukaryota	Magnoliopsida	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1) (Fragment)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
Q96UT6	Ascomycota	Eukaryota	Saccharomycetes	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
Q9Y8H8	Crenarchaeota	Archaea	Thermoprotei	identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0042802; GO:0046872	Superoxide dismutase [Mn/Fe] (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	arCOG04147;	1.10.287.990;3.55.40.20;	None	KWGSFDK;	None	PF02777;PF00081;	None	SSF46609;SSF54719;
E9RHW0	Chordata	Eukaryota	Actinopteri	mitochondrial matrix [GO:0005759]; metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	mitochondrial matrix [GO:0005759]	GO:0004784; GO:0005759; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	1353361at2759;	PF02777;PF00081;	None	SSF46609;SSF54719;
Q1HEQ0	Ascomycota	Eukaryota	Sordariomycetes	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	cytoplasm [GO:0005737]	GO:0004784; GO:0005737; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
Q6B7T0	Platyhelminthes	Eukaryota	Cestoda	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
P00441	Chordata	Eukaryota	Mammalia	axon cytoplasm [GO:1904115]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; dendrite cytoplasm [GO:0032839]; dense core granule [GO:0031045]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosome [GO:0005764]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; peroxisome [GO:0005777]; protein-containing complex [GO:0032991]; chaperone binding [GO:0051087]; copper ion binding [GO:0005507]; identical protein binding [GO:0042802]; protein phosphatase 2B binding [GO:0030346]; small GTPase binding [GO:0031267]; superoxide dismutase activity [GO:0004784]; zinc ion binding [GO:0008270]; anterograde axonal transport [GO:0008089]; auditory receptor cell stereocilium organization [GO:0060088]; cell aging [GO:0007569]; cellular iron ion homeostasis [GO:0006879]; cellular response to ATP [GO:0071318]; cellular response to cadmium ion [GO:0071276]; cellular response to potassium ion [GO:0035865]; embryo implantation [GO:0007566]; glutathione metabolic process [GO:0006749]; heart contraction [GO:0060047]; hydrogen peroxide biosynthetic process [GO:0050665]; locomotory behavior [GO:0007626]; muscle cell cellular homeostasis [GO:0046716]; myeloid cell homeostasis [GO:0002262]; negative regulation of cholesterol biosynthetic process [GO:0045541]; negative regulation of inflammatory response [GO:0050728]; negative regulation of neuron apoptotic process [GO:0043524]; neurofilament cytoskeleton organization [GO:0060052]; ovarian follicle development [GO:0001541]; peripheral nervous system myelin maintenance [GO:0032287]; placenta development [GO:0001890]; positive regulation of apoptotic process [GO:0043065]; positive regulation of catalytic activity [GO:0043085]; positive regulation of cytokine production [GO:0001819]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902177]; positive regulation of phagocytosis [GO:0050766]; positive regulation of superoxide anion generation [GO:0032930]; reactive oxygen species metabolic process [GO:0072593]; regulation of blood pressure [GO:0008217]; regulation of GTPase activity [GO:0043087]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of multicellular organism growth [GO:0040014]; regulation of organ growth [GO:0046620]; regulation of protein kinase activity [GO:0045859]; regulation of T cell differentiation in thymus [GO:0033081]; relaxation of vascular associated smooth muscle [GO:0060087]; removal of superoxide radicals [GO:0019430]; response to amphetamine [GO:0001975]; response to antibiotic [GO:0046677]; response to antipsychotic drug [GO:0097332]; response to axon injury [GO:0048678]; response to carbon monoxide [GO:0034465]; response to copper ion [GO:0046688]; response to ethanol [GO:0045471]; response to heat [GO:0009408]; response to hydrogen peroxide [GO:0042542]; response to nutrient levels [GO:0031667]; response to organic substance [GO:0010033]; response to superoxide [GO:0000303]; response to xenobiotic stimulus [GO:0009410]; retina homeostasis [GO:0001895]; retrograde axonal transport [GO:0008090]; sensory perception of sound [GO:0007605]; spermatogenesis [GO:0007283]; superoxide anion generation [GO:0042554]; superoxide metabolic process [GO:0006801]; thymus development [GO:0048538]; transmission of nerve impulse [GO:0019226]	anterograde axonal transport [GO:0008089]; auditory receptor cell stereocilium organization [GO:0060088]; cell aging [GO:0007569]; cellular iron ion homeostasis [GO:0006879]; cellular response to ATP [GO:0071318]; cellular response to cadmium ion [GO:0071276]; cellular response to potassium ion [GO:0035865]; embryo implantation [GO:0007566]; glutathione metabolic process [GO:0006749]; heart contraction [GO:0060047]; hydrogen peroxide biosynthetic process [GO:0050665]; locomotory behavior [GO:0007626]; muscle cell cellular homeostasis [GO:0046716]; myeloid cell homeostasis [GO:0002262]; negative regulation of cholesterol biosynthetic process [GO:0045541]; negative regulation of inflammatory response [GO:0050728]; negative regulation of neuron apoptotic process [GO:0043524]; neurofilament cytoskeleton organization [GO:0060052]; ovarian follicle development [GO:0001541]; peripheral nervous system myelin maintenance [GO:0032287]; placenta development [GO:0001890]; positive regulation of apoptotic process [GO:0043065]; positive regulation of catalytic activity [GO:0043085]; positive regulation of cytokine production [GO:0001819]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902177]; positive regulation of phagocytosis [GO:0050766]; positive regulation of superoxide anion generation [GO:0032930]; reactive oxygen species metabolic process [GO:0072593]; regulation of blood pressure [GO:0008217]; regulation of GTPase activity [GO:0043087]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of multicellular organism growth [GO:0040014]; regulation of organ growth [GO:0046620]; regulation of protein kinase activity [GO:0045859]; regulation of T cell differentiation in thymus [GO:0033081]; relaxation of vascular associated smooth muscle [GO:0060087]; removal of superoxide radicals [GO:0019430]; response to amphetamine [GO:0001975]; response to antibiotic [GO:0046677]; response to antipsychotic drug [GO:0097332]; response to axon injury [GO:0048678]; response to carbon monoxide [GO:0034465]; response to copper ion [GO:0046688]; response to ethanol [GO:0045471]; response to heat [GO:0009408]; response to hydrogen peroxide [GO:0042542]; response to nutrient levels [GO:0031667]; response to organic substance [GO:0010033]; response to superoxide [GO:0000303]; response to xenobiotic stimulus [GO:0009410]; retina homeostasis [GO:0001895]; retrograde axonal transport [GO:0008090]; sensory perception of sound [GO:0007605]; spermatogenesis [GO:0007283]; superoxide anion generation [GO:0042554]; superoxide metabolic process [GO:0006801]; thymus development [GO:0048538]; transmission of nerve impulse [GO:0019226]	chaperone binding [GO:0051087]; copper ion binding [GO:0005507]; identical protein binding [GO:0042802]; protein phosphatase 2B binding [GO:0030346]; small GTPase binding [GO:0031267]; superoxide dismutase activity [GO:0004784]; zinc ion binding [GO:0008270]	axon cytoplasm [GO:1904115]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; dendrite cytoplasm [GO:0032839]; dense core granule [GO:0031045]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosome [GO:0005764]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; peroxisome [GO:0005777]; protein-containing complex [GO:0032991]	GO:0000303; GO:0001541; GO:0001819; GO:0001890; GO:0001895; GO:0001975; GO:0002262; GO:0004784; GO:0005507; GO:0005576; GO:0005615; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005758; GO:0005759; GO:0005764; GO:0005777; GO:0005829; GO:0006749; GO:0006801; GO:0006879; GO:0007283; GO:0007566; GO:0007569; GO:0007605; GO:0007626; GO:0008089; GO:0008090; GO:0008217; GO:0008270; GO:0009408; GO:0009410; GO:0010033; GO:0019226; GO:0019430; GO:0030346; GO:0031045; GO:0031267; GO:0031410; GO:0031667; GO:0032287; GO:0032839; GO:0032930; GO:0032991; GO:0033081; GO:0034465; GO:0035865; GO:0040014; GO:0042542; GO:0042554; GO:0042802; GO:0043025; GO:0043065; GO:0043085; GO:0043087; GO:0043410; GO:0043524; GO:0045471; GO:0045541; GO:0045859; GO:0046620; GO:0046677; GO:0046688; GO:0046716; GO:0048538; GO:0048678; GO:0050665; GO:0050728; GO:0050766; GO:0051087; GO:0051881; GO:0060047; GO:0060052; GO:0060087; GO:0060088; GO:0070062; GO:0071276; GO:0071318; GO:0072593; GO:0097332; GO:1902177; GO:1904115	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1) (Superoxide dismutase 1) (hSod1)	Cu-Zn superoxide dismutase family	KOG0441;	2.60.40.200;	CLU_056632_4_1_1;	AQRGFHI;	1574423at2759;	PF00080;	None	SSF49329;
P04179	Chordata	Eukaryota	Mammalia	extracellular exosome [GO:0070062]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; DNA binding [GO:0003677]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; manganese ion binding [GO:0030145]; oxygen binding [GO:0019825]; superoxide dismutase activity [GO:0004784]; acetylcholine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0003069]; age-dependent response to reactive oxygen species [GO:0001315]; cellular response to ethanol [GO:0071361]; detection of oxygen [GO:0003032]; erythrophore differentiation [GO:0048773]; glutathione metabolic process [GO:0006749]; heart development [GO:0007507]; hemopoiesis [GO:0030097]; hydrogen peroxide biosynthetic process [GO:0050665]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; intrinsic apoptotic signaling pathway in response to oxidative stress [GO:0008631]; iron ion homeostasis [GO:0055072]; liver development [GO:0001889]; locomotory behavior [GO:0007626]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of membrane hyperpolarization [GO:1902631]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902176]; negative regulation of vascular associated smooth muscle cell proliferation [GO:1904706]; neuron development [GO:0048666]; oxygen homeostasis [GO:0032364]; positive regulation of cell migration [GO:0030335]; positive regulation of hydrogen peroxide biosynthetic process [GO:0010729]; positive regulation of nitric oxide biosynthetic process [GO:0045429]; positive regulation of vascular associated smooth muscle cell apoptotic process [GO:1905461]; positive regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching [GO:1905932]; post-embryonic development [GO:0009791]; protein homotetramerization [GO:0051289]; regulation of blood pressure [GO:0008217]; regulation of catalytic activity [GO:0050790]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of transcription by RNA polymerase II [GO:0006357]; release of cytochrome c from mitochondria [GO:0001836]; removal of superoxide radicals [GO:0019430]; respiratory electron transport chain [GO:0022904]; response to activity [GO:0014823]; response to axon injury [GO:0048678]; response to cadmium ion [GO:0046686]; response to cold [GO:0009409]; response to electrical stimulus [GO:0051602]; response to gamma radiation [GO:0010332]; response to hydrogen peroxide [GO:0042542]; response to hyperoxia [GO:0055093]; response to hypoxia [GO:0001666]; response to immobilization stress [GO:0035902]; response to isolation stress [GO:0035900]; response to L-ascorbic acid [GO:0033591]; response to lipopolysaccharide [GO:0032496]; response to magnetism [GO:0071000]; response to manganese ion [GO:0010042]; response to selenium ion [GO:0010269]; response to silicon dioxide [GO:0034021]; response to superoxide [GO:0000303]; response to xenobiotic stimulus [GO:0009410]; response to zinc ion [GO:0010043]; superoxide anion generation [GO:0042554]; superoxide metabolic process [GO:0006801]	acetylcholine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0003069]; age-dependent response to reactive oxygen species [GO:0001315]; cellular response to ethanol [GO:0071361]; detection of oxygen [GO:0003032]; erythrophore differentiation [GO:0048773]; glutathione metabolic process [GO:0006749]; heart development [GO:0007507]; hemopoiesis [GO:0030097]; hydrogen peroxide biosynthetic process [GO:0050665]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; intrinsic apoptotic signaling pathway in response to oxidative stress [GO:0008631]; iron ion homeostasis [GO:0055072]; liver development [GO:0001889]; locomotory behavior [GO:0007626]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of membrane hyperpolarization [GO:1902631]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902176]; negative regulation of vascular associated smooth muscle cell proliferation [GO:1904706]; neuron development [GO:0048666]; oxygen homeostasis [GO:0032364]; positive regulation of cell migration [GO:0030335]; positive regulation of hydrogen peroxide biosynthetic process [GO:0010729]; positive regulation of nitric oxide biosynthetic process [GO:0045429]; positive regulation of vascular associated smooth muscle cell apoptotic process [GO:1905461]; positive regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching [GO:1905932]; post-embryonic development [GO:0009791]; protein homotetramerization [GO:0051289]; regulation of blood pressure [GO:0008217]; regulation of catalytic activity [GO:0050790]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of transcription by RNA polymerase II [GO:0006357]; release of cytochrome c from mitochondria [GO:0001836]; removal of superoxide radicals [GO:0019430]; respiratory electron transport chain [GO:0022904]; response to activity [GO:0014823]; response to axon injury [GO:0048678]; response to cadmium ion [GO:0046686]; response to cold [GO:0009409]; response to electrical stimulus [GO:0051602]; response to gamma radiation [GO:0010332]; response to hydrogen peroxide [GO:0042542]; response to hyperoxia [GO:0055093]; response to hypoxia [GO:0001666]; response to immobilization stress [GO:0035902]; response to isolation stress [GO:0035900]; response to L-ascorbic acid [GO:0033591]; response to lipopolysaccharide [GO:0032496]; response to magnetism [GO:0071000]; response to manganese ion [GO:0010042]; response to selenium ion [GO:0010269]; response to silicon dioxide [GO:0034021]; response to superoxide [GO:0000303]; response to xenobiotic stimulus [GO:0009410]; response to zinc ion [GO:0010043]; superoxide anion generation [GO:0042554]; superoxide metabolic process [GO:0006801]	DNA binding [GO:0003677]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; manganese ion binding [GO:0030145]; oxygen binding [GO:0019825]; superoxide dismutase activity [GO:0004784]	extracellular exosome [GO:0070062]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]	GO:0000303; GO:0001315; GO:0001666; GO:0001836; GO:0001889; GO:0003032; GO:0003069; GO:0003677; GO:0004784; GO:0005739; GO:0005759; GO:0006357; GO:0006749; GO:0006801; GO:0007507; GO:0007626; GO:0008217; GO:0008285; GO:0008630; GO:0008631; GO:0009409; GO:0009410; GO:0009791; GO:0010042; GO:0010043; GO:0010269; GO:0010332; GO:0010729; GO:0014823; GO:0019430; GO:0019825; GO:0019899; GO:0022904; GO:0030097; GO:0030145; GO:0030335; GO:0032364; GO:0032496; GO:0033591; GO:0034021; GO:0035900; GO:0035902; GO:0042542; GO:0042554; GO:0042645; GO:0042802; GO:0043524; GO:0045429; GO:0045599; GO:0046686; GO:0048147; GO:0048666; GO:0048678; GO:0048773; GO:0050665; GO:0050790; GO:0051289; GO:0051602; GO:0051881; GO:0055072; GO:0055093; GO:0070062; GO:0071000; GO:0071361; GO:1902176; GO:1902631; GO:1904706; GO:1905461; GO:1905932	Superoxide dismutase [Mn], mitochondrial (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	KOG0876;	1.10.287.990;3.55.40.20;	CLU_031625_2_0_1;	KWGSFDK;	1353361at2759;	PF02777;PF00081;	None	SSF46609;SSF54719;
C7EXL1	Ascomycota	Eukaryota	Sordariomycetes	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	cytoplasm [GO:0005737]	GO:0004784; GO:0005737; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
D0UXW8	Streptophyta	Eukaryota	Magnoliopsida	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
D0UXW7	Streptophyta	Eukaryota	Magnoliopsida	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
B6ENP9	Proteobacteria	Bacteria	Gammaproteobacteria	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	COG0605;	1.10.287.990;3.55.40.20;	CLU_031625_0_0_6;	YLHSIFW;	1440645at2;	PF02777;PF00081;	None	SSF46609;SSF54719;
Q5UVY7	Apicomplexa	Eukaryota	Conoidasida	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	KWGSFDK;	None	PF02777;PF00081;	None	SSF46609;SSF54719;
C3W7V1	Arthropoda	Eukaryota	Malacostraca	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
C3W7V0	Arthropoda	Eukaryota	Malacostraca	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
C3W7U9	Arthropoda	Eukaryota	Malacostraca	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
A3RLW7	Ascomycota	Eukaryota	Eurotiomycetes	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
C7DRQ4	Mollusca	Eukaryota	Bivalvia	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
Q2TV65	Chordata	Eukaryota	Actinopteri	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; manganese ion binding [GO:0030145]; superoxide dismutase activity [GO:0004784]; innate immune response [GO:0045087]; neutrophil homeostasis [GO:0001780]; removal of superoxide radicals [GO:0019430]; response to cadmium ion [GO:0046686]; response to methylmercury [GO:0051597]	innate immune response [GO:0045087]; neutrophil homeostasis [GO:0001780]; removal of superoxide radicals [GO:0019430]; response to cadmium ion [GO:0046686]; response to methylmercury [GO:0051597]	manganese ion binding [GO:0030145]; superoxide dismutase activity [GO:0004784]	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]	GO:0001780; GO:0004784; GO:0005739; GO:0005759; GO:0019430; GO:0030145; GO:0045087; GO:0046686; GO:0051597	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
D3J1L2	Arthropoda	Eukaryota	Malacostraca	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
D3IU19	Arthropoda	Eukaryota	Malacostraca	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1) (Fragment)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
C5H405	Mollusca	Eukaryota	Bivalvia	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Extracellular Cu/Zn superoxide dismutase (EC 1.15.1.1) (Extracellular copper/zinc superoxide dismutase)	None	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
O29903	Euryarchaeota	Archaea	Archaeoglobi	iron ion binding [GO:0005506]; superoxide reductase activity [GO:0050605]	None	iron ion binding [GO:0005506]; superoxide reductase activity [GO:0050605]	None	GO:0005506; GO:0050605	Putative superoxide reductase (SOR) (EC 1.15.1.2)	Desulfoferrodoxin family	arCOG02146;	2.60.40.730;	CLU_118960_2_1_2;	HHIAWIE;	106274at2157;	PF01880;	None	SSF49367;
B0B552	Ascomycota	Eukaryota	Saccharomycetes	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	cytoplasm [GO:0005737]	GO:0004784; GO:0005737; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
A7BI63	Arthropoda	Eukaryota	Insecta	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
B2KYC9	None	Eukaryota	Dinophyceae	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1) (Fragment)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
B2KYC6	None	Eukaryota	Dinophyceae	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1) (Fragment)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
B0L421	None	Eukaryota	Dinophyceae	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
