Entry	Taxonomic_lineage_PHYLUM	Taxonomic_lineage_SUPERKINGDOM	Taxonomic_lineage_CLASS	Gene_ontology_GO	Gene_ontology_biological_process	Gene_ontology_molecular_function	Gene_ontology_cellular_component	Gene_ontology_IDs	Protein_names	Protein_families	Cross_reference_eggNOG	Cross_reference_Gene3D	Cross_reference_HOGENOM	Cross_reference_OMA	Cross_reference_OrthoDB	Cross_reference_Pfam	Cross_reference_SMART	Cross_reference_SUPFAM
Q25BT4	Proteobacteria	Bacteria	Gammaproteobacteria	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]	carbohydrate metabolic process [GO:0005975]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]	carbohydrate binding [GO:0030246]; chitinase activity [GO:0004568]	extracellular region [GO:0005576]	GO:0004568; GO:0005576; GO:0005975; GO:0006032; GO:0016998; GO:0030246	Chitinase	None	None	None	None	None	None	PF02839;PF00182;	SM00495;	SSF51055;SSF53955;
Q4AE60	Arthropoda	Eukaryota	Insecta	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]	carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0004568; GO:0005975; GO:0006032; GO:0008061	Chitinase	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	2.60.40.10;3.10.50.10;	None	None	None	PF08329;PF00704;	SM00636;SM00089;	SSF51445;SSF54556;SSF81296;
Q869E2	Arthropoda	Eukaryota	Insecta	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]	carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0004568; GO:0005975; GO:0006032; GO:0008061	Chitinase	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	2.60.40.10;3.10.50.10;	CLU_002833_14_0_1;	None	1289629at2759;	PF08329;PF00704;	SM00636;SM00089;	SSF51445;SSF54556;SSF81296;
Q9BZP6	Chordata	Eukaryota	Mammalia	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; kinase binding [GO:0019900]; apoptotic process [GO:0006915]; chitin catabolic process [GO:0006032]; chitin metabolic process [GO:0006030]; immune system process [GO:0002376]; polysaccharide catabolic process [GO:0000272]; polysaccharide digestion [GO:0044245]; positive regulation of chemokine production [GO:0032722]; production of molecular mediator involved in inflammatory response [GO:0002532]	apoptotic process [GO:0006915]; chitin catabolic process [GO:0006032]; chitin metabolic process [GO:0006030]; immune system process [GO:0002376]; polysaccharide catabolic process [GO:0000272]; polysaccharide digestion [GO:0044245]; positive regulation of chemokine production [GO:0032722]; production of molecular mediator involved in inflammatory response [GO:0002532]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]; kinase binding [GO:0019900]	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]	GO:0000272; GO:0002376; GO:0002532; GO:0004568; GO:0005576; GO:0005615; GO:0005737; GO:0006030; GO:0006032; GO:0006915; GO:0008061; GO:0019900; GO:0032722; GO:0044245	Acidic mammalian chitinase (AMCase) (EC 3.2.1.14) (Lung-specific protein TSA1902)	Glycosyl hydrolase 18 family, Chitinase class II subfamily	KOG2806;	3.10.50.10;	CLU_002833_3_1_1;	NPMTYDF;	None	PF01607;PF00704;	SM00494;SM00636;	SSF51445;SSF54556;SSF57625;
Q1JUL0	Arthropoda	Eukaryota	Insecta	cellulase activity [GO:0008810]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	cellulase activity [GO:0008810]	None	GO:0008810; GO:0030245	Active phase-associated protein II	None	None	1.50.10.10;2.170.160.10;4.10.870.10;	None	None	None	PF02011;	None	SSF48208;
Q1JUL1	Arthropoda	Eukaryota	Insecta	cellulase activity [GO:0008810]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]	cellulase activity [GO:0008810]	None	GO:0008810; GO:0030245	Active phase-associated protein I	None	None	1.50.10.10;2.170.160.10;4.10.870.10;	None	None	None	PF02011;	None	SSF48208;
Q5YLC0	Ascomycota	Eukaryota	Eurotiomycetes	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0000272; GO:0004568; GO:0006032; GO:0008061	Chitinase (EC 3.2.1.14)	Glycosyl hydrolase 18 family, Chitinase class V subfamily	None	3.10.50.10;	None	None	None	PF00704;	SM00636;	SSF51445;SSF54556;
Q4AE57	Arthropoda	Eukaryota	Insecta	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]	carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0004568; GO:0005975; GO:0006032; GO:0008061	Chitinase	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	2.60.40.10;3.10.50.10;	None	None	None	PF08329;PF00704;	SM00636;SM00089;	SSF51445;SSF54556;SSF81296;
Q4AE58	Arthropoda	Eukaryota	Insecta	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]	carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0004568; GO:0005975; GO:0006032; GO:0008061	Chitinase	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	2.60.40.10;3.10.50.10;	None	None	None	PF08329;PF00704;	SM00636;SM00089;	SSF51445;SSF54556;SSF81296;
Q4AE59	Arthropoda	Eukaryota	Insecta	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]	carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0004568; GO:0005975; GO:0006032; GO:0008061	Chitinase	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	2.60.40.10;3.10.50.10;	None	None	None	PF08329;PF00704;	SM00636;	SSF51445;SSF54556;SSF81296;
Q4AE61	Arthropoda	Eukaryota	Insecta	chitin binding [GO:0008061]; chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]	carbohydrate metabolic process [GO:0005975]; chitin catabolic process [GO:0006032]	chitinase activity [GO:0004568]; chitin binding [GO:0008061]	None	GO:0004568; GO:0005975; GO:0006032; GO:0008061	Chitinase	Glycosyl hydrolase 18 family, Chitinase class II subfamily	None	2.60.40.10;3.10.50.10;	None	None	None	PF08329;PF00704;	SM00636;SM00089;	SSF51445;SSF54556;SSF81296;
